average_storm_area,average_storm_distance,average_storm_duration,interval_start
16.606373299319728,0.030195915021755903,4.6938775510204085,2025-08-01
47.51758300614035,0.051696229039894036,4.342105263157895,2025-08-02
96.77246961741403,0.07601279148611505,5.64367816091954,2025-08-03
99.39309168987654,0.0445071914122156,3.888888888888889,2025-08-04
124.2495847730572,0.09457109140899084,6.927651139742319,2025-08-05
23.42188319281046,0.0439443511107478,3.9215686274509802,2025-08-06
1.5555546666666669,0.02329191216746176,3.0,2025-08-07
24.659043483870967,0.046733418322863145,4.193548387096774,2025-08-08
28.41904572174412,0.044758946496081066,5.421686746987952,2025-08-09
60.76631775444523,0.0415004344268173,4.753694581280788,2025-08-10
76.488869688204,0.0888844841639741,6.899592944369064,2025-08-11
128.27374881666668,0.021962515335048425,1.25,2025-08-12
105.71323328053342,0.08437365530004104,6.501501501501502,2025-08-13
75.22111390983397,0.056786750955474065,4.482758620689655,2025-08-14
90.9043068914863,0.0836552644725368,6.046831955922865,2025-08-15
0.752688,0.0,0.0,2025-08-16
69.12869744603174,0.040639338090757725,4.021739130434782,2025-08-17
85.43570188514329,0.03920463952264806,4.072398190045249,2025-08-18
130.7043630768513,0.058354565623231616,5.204081632653061,2025-08-19
0.752688,0.0,0.0,2025-08-20
45.413625634085214,0.05759953606230825,6.052631578947368,2025-08-21
3.1675619999999998,0.01580789448148067,2.5,2025-08-22
72.71567985971686,0.04574027891542426,3.891891891891892,2025-08-23
69.80278031233959,0.12204166433911003,9.339080459770114,2025-08-24
15.410730647814209,0.09426815827410533,8.032786885245901,2025-08-26
5.833332666666667,0.04259052770362771,5.0,2025-08-27
66.89243446994536,0.0451668934097738,4.836065573770492,2025-08-28
76.84794032688261,0.10990387342557603,8.016224188790561,2025-08-30
54.592398431924885,0.03806057785037423,2.816901408450704,2025-08-31
100.03316843248587,0.0702946191747922,5.343543046357616,2025-09-01
54.90784687866833,0.0453943960187908,4.4186046511627906,2025-09-02
29.887266939215685,0.029364788968211434,4.117647058823529,2025-09-03
109.68381417395983,0.04189296781952215,4.318936877076412,2025-09-04
68.26449188498542,0.06506809973651789,5.187074829931973,2025-09-05
83.40735427015554,0.09469106481136419,6.9321766561514195,2025-09-07
13.150333615384616,0.05087955800081283,4.230769230769231,2025-09-08
60.79044117666628,0.07674510128623051,6.086691086691086,2025-09-09
73.38555755762411,0.05788885999801174,5.26595744680851,2025-09-10
89.55024381295517,0.07615066503372867,6.292892156862745,2025-09-11
13.401377020833333,0.03126279379208077,4.375,2025-09-12
91.46286345930197,0.08985186045186283,6.4763779527559056,2025-09-13
72.41157778639435,0.10152532087966293,7.3467600700525395,2025-09-15
20.465947797619044,0.05352291965694581,5.714285714285714,2025-09-16
65.77480276371705,0.07865839644904318,6.495535714285714,2025-09-17
1.9653515555555556,0.041182931603528525,5.0,2025-09-18
46.51665740313111,0.04273966107956196,4.965753424657534,2025-09-19
17.24960225214676,0.05660086712023387,7.049180327868853,2025-09-20
36.17089494426407,0.026019785366285398,3.977272727272727,2025-09-21
39.19574333028455,0.03465026110632979,4.329268292682927,2025-09-22
25.07364618872549,0.028724566102882848,4.338235294117647,2025-09-24
4.581358533333334,0.030464756125657754,7.0,2025-09-25
19.46175043678161,0.03920269341995352,4.310344827586207,2025-09-26
51.54294490848485,0.03549491321726256,4.090909090909091,2025-09-27
48.21163009949671,0.056034071732602025,6.056910569105691,2025-09-28
69.94317681790123,0.02628396443828145,3.7037037037037037,2025-09-30
73.931864114319,0.04434393970550263,4.387096774193548,2025-10-01
99.38037358333334,0.039372715939619246,4.4298245614035086,2025-10-02
65.82177933893773,0.0507365371734659,4.903846153846154,2025-10-03
79.97335349585921,0.051425188615237205,3.608695652173913,2025-10-04
27.487914372549017,0.026840799442922187,2.3529411764705883,2025-10-05
56.93093088207705,0.05026034331100274,3.8442211055276383,2025-10-06
60.899655244556115,0.0513909281692311,4.57286432160804,2025-10-07
36.44712468548387,0.04421385451630979,4.354838709677419,2025-10-08
114.53193051360545,0.050415392990655145,4.186507936507937,2025-10-09
12.290892684000001,0.06864371376577881,7.8,2025-10-11
62.84488875260785,0.04708620149313909,4.9655172413793105,2025-10-12
13.267763858024692,0.03166326039742113,4.62962962962963,2025-10-13
21.90497230300646,0.08095964118564487,7.5,2025-10-14
36.66880539308632,0.04349651630939721,4.572192513368984,2025-10-15
49.83069264929577,0.060830988750272943,6.056338028169014,2025-10-16
27.245773914492755,0.03283895489941518,5.072463768115942,2025-10-17
62.00114197617937,0.03713493137847064,5.559440559440559,2025-10-18
108.21176138828612,0.04229372087914784,4.556962025316456,2025-10-19
51.699740479999996,0.032155790980180954,4.041666666666667,2025-10-20
1.50538,0.0,0.0,2025-10-21
59.21698938694288,0.09139633576109747,7.231638418079096,2025-10-22
5.707891333333333,0.0874829348286911,11.0,2025-10-23
79.11301796633826,0.051190853635754464,4.58128078817734,2025-10-24
1.317204,0.0,0.0,2025-10-25
10.53762,0.0,0.0,2025-10-26
196.31459593596492,0.033451398377508976,2.5657894736842106,2025-10-27
36.99026305128205,0.028767358020018653,3.8461538461538463,2025-10-28
80.13045605376344,0.02729611051839414,2.338709677419355,2025-10-29
0.752688,0.0,0.0,2025-10-30
1.88172,0.0,0.0,2025-10-31
